,filename,source,name
0,0137/180137.jpg,['rozen maiden'],['suigintou']
1,0084/2413084.jpg,['touhou'],['komeiji satori']
2,0441/2682441.jpg,['touhou'],['imaizumi kagerou']
3,0928/693928.jpg,['vocaloid'],['hatsune miku']
4,0360/156360.jpg,"['idolmaster', 'idolmaster xenoglossia']",['minase iori']
5,0825/117825.jpg,['suzumiya haruhi no yuuutsu'],['nagato yuki']
6,0345/123345.jpg,"['lyrical nanoha', 'mahou shoujo lyrical nanoha']",['fate testarossa']
7,0591/53591.jpg,['rozen maiden'],['suigintou']
8,0722/33722.jpg,['suzumiya haruhi no yuuutsu'],['suzumiya haruhi']
9,0290/453290.jpg,['k on '],['akiyama mio']
10,0879/37879.jpg,['suzumiya haruhi no yuuutsu'],['nagato yuki']
11,0497/73497.jpg,"['fate stay night', 'fate (series)']",['toosaka rin']
12,0996/362996.jpg,['touhou'],['shameimaru aya']
13,0648/151648.jpg,['vocaloid'],['hatsune miku']
14,0413/46413.jpg,"['suzumiya haruhi no yuuutsu', 'the day of sagittarius']",['nagato yuki']
15,0546/59546.jpg,['touhou'],['shameimaru aya']
16,0101/302101.jpg,['touhou'],['remilia scarlet']
17,0990/38990.jpg,['touhou'],['mystia lorelei']
18,0301/23301.jpg,['neon genesis evangelion'],['ayanami rei']
19,0633/205633.jpg,"['idolmaster', 'idolmaster (classic)', 'idolmaster 1']",['kisaragi chihaya']
20,0347/172347.jpg,['vocaloid'],['hatsune miku']
21,0911/66911.jpg,['touhou'],['izayoi sakuya']
22,0462/78462.jpg,['higurashi no naku koro ni'],['ryuuguu rena']
23,0883/118883.jpg,['touhou'],['mystia lorelei']
24,0047/2209047.jpg,['kantai collection'],['taihou (kantai collection)']
25,0619/134619.jpg,['suzumiya haruhi no yuuutsu'],['suzumiya haruhi']
26,0571/1911571.jpg,"['idolmaster', 'idolmaster cinderella girls']",['kanzaki ranko']
27,0990/660990.jpg,['touhou'],['houjuu nue']
28,0531/123531.jpg,['touhou'],['mystia lorelei']
29,0133/570133.jpg,['touhou'],['mystia lorelei']
30,0986/752986.jpg,['touhou'],['kochiya sanae']
31,0957/395957.jpg,['touhou'],['wriggle nightbug']
32,0975/595975.jpg,['touhou'],['onozuka komachi']
33,0034/559034.jpg,['touhou'],['flandre scarlet']
34,0148/621148.jpg,['touhou'],['tatara kogasa']
35,0709/963709.jpg,['touhou'],['hakurei reimu']
36,0459/1134459.jpg,['nitroplus'],['super sonico']
37,0465/743465.jpg,['touhou'],['cirno']
38,0568/899568.jpg,['touhou'],['kaenbyou rin']
39,0641/901641.jpg,['touhou'],['cirno']
40,0732/1674732.jpg,['touhou'],['shameimaru aya']
41,0433/1537433.jpg,['kantai collection'],['shiranui (kantai collection)']
42,0398/3044398.jpg,"['fate grand order', 'fate (series)']",['mash kyrielight']
43,0746/3005746.jpg,"['fate grand order', 'fate (series)']",['mash kyrielight']
44,0183/1807183.jpg,['touhou'],['izayoi sakuya']
45,0509/2239509.jpg,['touhou'],['alice margatroid']
46,0071/2197071.jpg,"['love live ', 'love live school idol project']",['ayase eli']
47,0015/1112015.jpg,['vocaloid'],['hatsune miku']
48,0400/2567400.jpg,['touhou'],['rumia']
49,0975/2257975.jpg,['higurashi no naku koro ni'],['ryuuguu rena']
50,0473/906473.jpg,"['lyrical nanoha', 'mahou shoujo lyrical nanoha', 'mahou shoujo lyrical nanoha the movie 1st']",['fate testarossa']
51,0855/1910855.jpg,['kantai collection'],['taihou (kantai collection)']
52,0598/1849598.jpg,['kantai collection'],['shigure (kantai collection)']
53,0539/1864539.jpg,['kantai collection'],['yamato (kantai collection)']
54,0835/3007835.jpg,"[""coco's"", 'girls und panzer']",['darjeeling']
55,0956/2790956.jpg,['kantai collection'],['inazuma (kantai collection)']
56,0057/2664057.jpg,['kantai collection'],['kasumi (kantai collection)']
57,0165/3034165.jpg,"['vocaloid', 'voiceroid']",['yuzuki yukari']
58,0332/3006332.jpg,"['fate apocrypha', 'fate (series)']",['astolfo (fate)']
59,0757/1453757.jpg,['touhou'],['alice margatroid']
60,0624/665624.jpg,['vocaloid'],['hatsune miku']
61,0038/947038.jpg,['vocaloid'],['hatsune miku']
62,0401/893401.jpg,['vocaloid'],['hatsune miku']
63,0360/1099360.jpg,['vocaloid'],['hatsune miku']
64,0710/368710.jpg,['vocaloid'],['hatsune miku']
65,0175/1101175.jpg,['vocaloid'],['hatsune miku']
66,0894/1173894.jpg,['vocaloid'],['hatsune miku']
67,0158/1101158.jpg,['vocaloid'],['hatsune miku']
68,0819/1240819.jpg,['vocaloid'],['hatsune miku']
69,0452/1229452.jpg,['vocaloid'],['hatsune miku']
70,0055/1120055.jpg,['vocaloid'],['hatsune miku']
71,0473/711473.jpg,['vocaloid'],['hatsune miku']
72,0487/985487.jpg,['vocaloid'],['hatsune miku']
73,0435/710435.jpg,"['project diva (series)', 'project diva 2nd', 'vocaloid']",['hatsune miku']
74,0966/1461966.jpg,['vocaloid'],['hatsune miku']
75,0759/1401759.jpg,['vocaloid'],['hatsune miku']
76,0153/1306153.jpg,['vocaloid'],['hatsune miku']
77,0912/1405912.jpg,['vocaloid'],['hatsune miku']
78,0732/1471732.jpg,['vocaloid'],['hatsune miku']
79,0878/1448878.jpg,['vocaloid'],['hatsune miku']
80,0503/1267503.jpg,"['odds ends (vocaloid)', 'project diva (series)', 'project diva f', 'tell your world (vocaloid)', 'vocaloid']",['hatsune miku']
81,0784/2402784.jpg,['vocaloid'],['hatsune miku']
82,0754/2434754.jpg,['vocaloid'],['hatsune miku']
83,0009/1465009.jpg,['vocaloid'],['hatsune miku']
84,0965/2710965.jpg,"['project diva (series)', 'project diva f', 'sweet devil (vocaloid)', 'vocaloid']",['hatsune miku']
85,0527/1478527.jpg,['vocaloid'],['hatsune miku']
86,0689/2110689.jpg,['vocaloid'],['hatsune miku']
87,0606/2574606.jpg,['vocaloid'],['hatsune miku']
88,0147/1475147.jpg,['vocaloid'],['hatsune miku']
89,0798/1546798.jpg,['vocaloid'],['hatsune miku']
90,0808/1919808.jpg,['vocaloid'],['hatsune miku']
91,0426/2126426.jpg,"['romeo to cinderella (vocaloid)', 'vocaloid']",['hatsune miku']
92,0295/1033295.jpg,['guilty crown'],['yuzuriha inori']
93,0913/1170913.jpg,['mahou shoujo madoka magica'],['akemi homura']
94,0571/1179571.jpg,['mahou shoujo madoka magica'],['akemi homura']
95,0436/2357436.jpg,"['fate (series)', 'koha ace']","['okita souji (fate)', 'okita souji (fate) (all)']"
96,0656/2007656.jpg,"['love live ', 'love live school idol project']",['toujou nozomi']
97,0348/1994348.jpg,['kantai collection'],['haruna (kantai collection)']
98,0420/2330420.jpg,"['idolmaster', 'idolmaster cinderella girls']",['nitta minami']
